show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_norm,tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes,primaryTitle_norm
s7060,TV Show,In Between,,"Janel Tsai, Johnny Lu, Darren Chiu, Vivi Lee, Patrick Lee, Fan Kuang-yao",Taiwan,"January 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.,in between,tt3375516,short,In Between,In Between,2012.0,"Documentary,Music,Short",,,in between
s7060,TV Show,In Between,,"Janel Tsai, Johnny Lu, Darren Chiu, Vivi Lee, Patrick Lee, Fan Kuang-yao",Taiwan,"January 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.,in between,tt4883806,movie,In between,In between,2012.0,Documentary,,,in between
s7061,Movie,In Search of Fellini,Taron Lexton,"Ksenia Solo, Mary Lynn Rajskub, Maria Bello, Enrico Oetiker, Paolo Bernardini, Beth Riesgraf, David O'Donnell, Nancy Cartwright, Bruno Zanin, Michael Wiseman, Andrea Osvárt",United States,"March 19, 2018",2017,R,103 min,"Action & Adventure, Dramas",A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.,in search of fellini,tt4801232,movie,In Search of Fellini,In Search of Fellini,2017.0,"Adventure,Biography,Drama",6.2,2898.0,in search of fellini
s7064,Movie,Incoming,Eric Zaragosa,"Scott Adkins, Aaron McCusker, Vahldin Prelic, Lukas Loughran, Michelle Lehane, Alaa Seif, Milan Kovacevic, Arkie Reece, Vladimir Alenikov, Dominic Power","Serbia, United States","October 26, 2018",2019,TV-MA,89 min,"Action & Adventure, Sci-Fi & Fantasy","When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them.",incoming,tt10431720,short,Incoming,Incoming,2019.0,"Documentary,Drama,Short",,,incoming
s7067,Movie,Incorruptible,Elizabeth Chai Vasarhelyi,,"United States, Senegal","September 1, 2017",2015,TV-MA,90 min,Documentaries,"In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections.",incorruptible,tt3246600,movie,Incorruptible,Incorruptible,2015.0,"Action,Documentary,History",6.0,115.0,incorruptible
s7069,Movie,INDIA,Sanjeev Gupta,"Heeba Shah, Ashwin Shukla, Muskaan, Aldan Shaikh, Ayesha",India,"February 17, 2017",2014,NR,95 min,"Dramas, Independent Movies, International Movies","A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",india,tt3479690,tvEpisode,India,India,2014.0,Documentary,8.7,20.0,india
s7069,Movie,INDIA,Sanjeev Gupta,"Heeba Shah, Ashwin Shukla, Muskaan, Aldan Shaikh, Ayesha",India,"February 17, 2017",2014,NR,95 min,"Dramas, Independent Movies, International Movies","A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",india,tt3752242,tvEpisode,India,India,2014.0,Documentary,,,india
s7069,Movie,INDIA,Sanjeev Gupta,"Heeba Shah, Ashwin Shukla, Muskaan, Aldan Shaikh, Ayesha",India,"February 17, 2017",2014,NR,95 min,"Dramas, Independent Movies, International Movies","A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",india,tt3970264,tvEpisode,India,India,2014.0,Documentary,8.9,22.0,india
s7069,Movie,INDIA,Sanjeev Gupta,"Heeba Shah, Ashwin Shukla, Muskaan, Aldan Shaikh, Ayesha",India,"February 17, 2017",2014,NR,95 min,"Dramas, Independent Movies, International Movies","A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",india,tt4214828,tvEpisode,India,India,2014.0,Documentary,,,india
s7069,Movie,INDIA,Sanjeev Gupta,"Heeba Shah, Ashwin Shukla, Muskaan, Aldan Shaikh, Ayesha",India,"February 17, 2017",2014,NR,95 min,"Dramas, Independent Movies, International Movies","A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",india,tt7430140,tvEpisode,India,India,2014.0,Documentary,,,india
s7075,Movie,Indiscretion,John Stewart Muller,"Mira Sorvino, Cary Elwes, Christopher Backus, Katherine McNamara, Lisa Gay Hamilton, Melora Walters, Buck Taylor, Shane Callahan",United States,"February 1, 2017",2016,TV-MA,99 min,"Dramas, Thrillers","After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession.",indiscretion,tt5591524,tvEpisode,Indiscretion,Indiscretion,2016.0,"Crime,Documentary,News",7.0,7.0,indiscretion
s7076,Movie,Inequality for All,Jacob Kornbluth,Robert Reich,United States,"August 29, 2018",2013,PG,90 min,Documentaries,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.,inequality for all,tt2215151,movie,Inequality for All,Inequality for All,2013.0,Documentary,8.0,7155.0,inequality for all
s7079,Movie,Inkheart,Iain Softley,"Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Sienna Guillory, Eliza Bennett, Rafi Gavron, Lesley Sharp, Jamie Foreman","Germany, United Kingdom, United States","July 1, 2019",2008,PG,106 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",inkheart,tt0494238,movie,Inkheart,Inkheart,2008.0,"Adventure,Family,Fantasy",6.1,84755.0,inkheart
s7081,TV Show,Inside The Freemasons,,,United Kingdom,"September 15, 2018",2017,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows","Explore the history and future of the Freemasons, a fraternal order steeped in both secrecy and tradition.",inside the freemasons,tt6743832,tvSeries,Inside the Freemasons,Inside the Freemasons,2017.0,"Documentary,Reality-TV",5.5,497.0,inside the freemasons
s7082,TV Show,Inside the Mind of a Serial Killer,,,United States,"July 1, 2019",2015,TV-14,1 Season,"Crime TV Shows, Docuseries","Mixing dramatic re-enactments with real-life footage, this series delves into the tormented psyches of the world's most infamous serial killers.",inside the mind of a serial killer,tt9084708,tvSeries,Inside the Mind of a Serial Killer,Inside the Mind of a Serial Killer,2015.0,"Crime,Documentary",5.6,183.0,inside the mind of a serial killer
s7083,TV Show,Inside the Mossad,,,Israel,"January 29, 2019",2017,TV-14,1 Season,"Docuseries, International TV Shows","In this documentary, dozens of former agents from the Mossad, Israel's foreign intelligence agency, reveal their top-secret operations.",inside the mossad,tt7085648,tvMiniSeries,Inside the Mossad,HaMossad: Sipur Kisuy,2017.0,Documentary,7.5,1176.0,inside the mossad
s7092,Movie,Invictus,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie",United States,"November 1, 2019",2009,PG-13,134 min,"Dramas, Sports Movies","After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",invictus,tt1057500,movie,Invictus,Invictus,2009.0,"Biography,Drama,History",7.3,172731.0,invictus
s7092,Movie,Invictus,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie",United States,"November 1, 2019",2009,PG-13,134 min,"Dramas, Sports Movies","After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",invictus,tt3020460,tvEpisode,Invictus,Invictus,2009.0,Documentary,,,invictus
s7093,Movie,Invisible Essence: The Little Prince,Charles Officer,,Canada,"January 14, 2019",2018,TV-PG,91 min,Documentaries,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide.",invisible essence: the little prince,tt8985618,movie,Invisible Essence: The Little Prince,Invisible Essence: The Little Prince,2018.0,Documentary,7.1,116.0,invisible essence: the little prince
s7101,TV Show,Islands of the Future,,,United Kingdom,"March 1, 2017",2014,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy.",islands of the future,tt6974332,tvSeries,Islands of the Future,Islands of the Future,2014.0,Documentary,6.9,46.0,islands of the future
s7104,Movie,It Takes Two,Andy Tennant,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett",United States,"November 20, 2019",1995,PG,101 min,"Children & Family Movies, Comedies","The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.",it takes two,tt0113442,movie,It Takes Two,It Takes Two,1995.0,"Comedy,Family,Romance",6.0,27613.0,it takes two
s7106,Movie,It's Now or Never,Maria Ripoll,"Dani Rovira, María Valverde, Jordi Sánchez, Joaquín Núñez, Alicia Rubio, Clara Lago, Anna Gras, Gracia Olayo, Melody, Marta Pérez",Spain,"March 1, 2016",2015,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart.",it's now or never,tt6431546,movie,It's Now or Never,It's Now or Never,2015.0,Documentary,,,it's now or never
s7108,Movie,Iverson,Zatella Beatty,Allen Iverson,United States,"April 1, 2016",2014,NR,88 min,"Documentaries, Sports Movies","This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport.",iverson,tt2088745,movie,Iverson,Iverson,2014.0,"Biography,Documentary,Sport",7.1,4178.0,iverson
s7112,Movie,Jack of all Trades,"Harvey Glazer, Stuart Stone",,Canada,"July 16, 2019",2018,TV-MA,86 min,"Documentaries, Sports Movies","Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good.",jack of all trades,tt6360394,movie,Jack of all Trades,Jack of all Trades,2018.0,Documentary,5.9,1203.0,jack of all trades
s7115,Movie,Jackpot,Dustin Nguyen,"Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang",Vietnam,"October 6, 2018",2015,TV-14,92 min,"Comedies, Dramas, International Movies",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,jackpot,tt5094332,short,Jackpot,Jackpot,2015.0,"Biography,Documentary,Short",,,jackpot
s7115,Movie,Jackpot,Dustin Nguyen,"Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang",Vietnam,"October 6, 2018",2015,TV-14,92 min,"Comedies, Dramas, International Movies",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,jackpot,tt5456886,short,Jackpot,Jackpot,2015.0,"Documentary,Short",,,jackpot
s7119,Movie,Jalpari: The Desert Mermaid,Nila Madhab Panda,"Lehar Khan, Krishang Trivedi, Parvin Dabas, Suhasini Mulay, V.M. Badola, Tannishtha Chatterjee, Rahul Singh, Harsh Mayar",India,"May 19, 2018",2012,TV-14,94 min,"Dramas, Independent Movies, International Movies","When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.",jalpari: the desert mermaid,tt2387495,movie,Jalpari: The Desert Mermaid,Jalpari: The Desert Mermaid,2012.0,"Drama,Family,Mystery",7.3,2264.0,jalpari: the desert mermaid
s7125,Movie,Jeremy Scott: The People's Designer,Vlad Yudin,Jeremy Scott,United States,"April 1, 2016",2015,PG-13,109 min,Documentaries,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.,jeremy scott: the people's designer,tt4005668,movie,Jeremy Scott: The People's Designer,Jeremy Scott: The People's Designer,2015.0,"Biography,Documentary",6.4,421.0,jeremy scott: the people's designer
s7127,Movie,Jersey Boys,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa",United States,"January 1, 2019",2014,R,134 min,"Dramas, Music & Musicals","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",jersey boys,tt1742044,movie,Jersey Boys,Jersey Boys,2014.0,"Biography,Drama,Music",6.8,38137.0,jersey boys
s7127,Movie,Jersey Boys,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa",United States,"January 1, 2019",2014,R,134 min,"Dramas, Music & Musicals","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",jersey boys,tt7045854,tvEpisode,Jersey Boys,Jersey Boys,2014.0,Documentary,,,jersey boys
s7128,Movie,Jesus: Countdown to Calvary,Gerry Hoban,Hugh Bonneville,"Ireland, United States, France","April 1, 2019",2018,TV-14,53 min,"Documentaries, Faith & Spirituality",Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.,jesus: countdown to calvary,tt8201974,tvMovie,Jesus: Countdown to Calvary,Jesus: Countdown to Calvary,2018.0,"Documentary,Fantasy",7.0,119.0,jesus: countdown to calvary
s7129,Movie,Jewel's Catch One,C. Fitz,Jewel Thais-Williams,United States,"May 1, 2018",2016,TV-MA,84 min,"Documentaries, LGBTQ Movies","The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",jewel's catch one,tt5562172,movie,Jewel's Catch One,Jewel's Catch One,2016.0,Documentary,7.4,136.0,jewel's catch one
s7131,Movie,Jimi Hendrix,Joe Boyd,"Jimi Hendrix, Eric Clapton, Billy Cox",United States,"November 1, 2019",1973,R,102 min,"Documentaries, Music & Musicals","Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.",jimi hendrix,tt0070242,movie,Jimi Hendrix,Jimi Hendrix,1973.0,"Biography,Documentary,Music",7.7,1987.0,jimi hendrix
s7133,Movie,Jiro Dreams of Sushi,David Gelb,Jiro Ono,United States,"June 5, 2019",2011,PG,79 min,Documentaries,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.",jiro dreams of sushi,tt1772925,movie,Jiro Dreams of Sushi,Jiro Dreams of Sushi,2011.0,Documentary,7.8,39334.0,jiro dreams of sushi
s7135,Movie,Joe Cocker: Mad Dog with Soul,John Edginton,,United Kingdom,"April 1, 2017",2017,TV-14,90 min,"Documentaries, International Movies, Music & Musicals","From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker.",joe cocker: mad dog with soul,tt6679242,movie,Joe Cocker: Mad Dog with Soul,Joe Cocker: Mad Dog with Soul,2017.0,Documentary,7.2,872.0,joe cocker: mad dog with soul
s7136,Movie,John & Jane,Ashim Ahluwalia,,India,"August 15, 2016",2005,TV-14,79 min,"Documentaries, International Movies",Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.,john & jane,tt0478176,movie,John & Jane,John & Jane,2005.0,Documentary,7.3,1458.0,john & jane
s7137,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente",United States,"May 2, 2019",2012,PG-13,133 min,"Action & Adventure, Sci-Fi & Fantasy","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",john carter,tt2289449,tvEpisode,John Carter,John Carter,2012.0,Family,,,john carter
s7137,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente",United States,"May 2, 2019",2012,PG-13,133 min,"Action & Adventure, Sci-Fi & Fantasy","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",john carter,tt3061256,tvEpisode,John Carter,John Carter,2012.0,Documentary,,,john carter
s7144,TV Show,Juana Inés,,"Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama",Mexico,"January 27, 2017",2016,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.",juana inés,tt5593998,tvMiniSeries,Juana Inés,Juana Inés,2016.0,"Biography,History",7.6,552.0,juana inés
s7146,Movie,Judy Moody and the Not Bummer Summer,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",United States,"August 8, 2019",2011,PG,91 min,"Children & Family Movies, Comedies","In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal.",judy moody and the not bummer summer,tt1547230,movie,Judy Moody and the Not Bummer Summer,Judy Moody and the Not Bummer Summer,2011.0,"Comedy,Family",4.4,3602.0,judy moody and the not bummer summer
s7147,Movie,Jugaad,Susannah Heath-Eves,,,"September 15, 2018",2017,TV-14,52 min,Documentaries,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.",jugaad,tt14180940,movie,Jugaad,Jugaad,2017.0,Documentary,6.8,14.0,jugaad
s7147,Movie,Jugaad,Susannah Heath-Eves,,,"September 15, 2018",2017,TV-14,52 min,Documentaries,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.",jugaad,tt9234214,tvEpisode,Jugaad,Jugaad,2017.0,Documentary,,,jugaad
s7148,Movie,Julie & Julia,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck",United States,"January 1, 2021",2009,PG-13,123 min,"Comedies, Dramas","In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",julie & julia,tt1135503,movie,Julie & Julia,Julie & Julia,2009.0,"Biography,Drama,Romance",7.0,134097.0,julie & julia
s7148,Movie,Julie & Julia,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck",United States,"January 1, 2021",2009,PG-13,123 min,"Comedies, Dramas","In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",julie & julia,tt3012152,tvEpisode,Julie & Julia,Julie & Julia,2009.0,Documentary,,,julie & julia
s7152,Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Nikki Amuka-Bird, Christina Cole, James D'Arcy, Gugu Mbatha-Raw","United States, Australia","August 1, 2019",2015,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy",A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,jupiter ascending,tt7046342,tvEpisode,Jupiter Ascending,Jupiter Ascending,2015.0,Documentary,,,jupiter ascending
s7155,Movie,Justin Bieber: Never Say Never,Jon M. Chu,"Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men",United States,"January 1, 2018",2011,G,106 min,"Documentaries, Music & Musicals","Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",justin bieber: never say never,tt1702443,movie,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011.0,"Documentary,Music",1.7,76550.0,justin bieber: never say never
s7157,Movie,K-19: The Widowmaker,Kathryn Bigelow,"Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter","United Kingdom, Germany, Canada, United States","November 21, 2019",2002,PG-13,138 min,"Action & Adventure, Dramas","On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",k-19: the widowmaker,tt0267626,movie,K-19: The Widowmaker,K-19: The Widowmaker,2002.0,"Drama,History,Thriller",6.7,70946.0,k-19: the widowmaker
s7179,Movie,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",Kevin Hart,United States,"October 1, 2018",2011,R,89 min,Stand-Up Comedy,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",kevin hart: laugh at my pain,tt1999192,movie,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,2011.0,"Comedy,Documentary",7.3,6652.0,kevin hart: laugh at my pain
s7180,Movie,Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",Kevin Hart,United States,"July 13, 2018",2013,R,75 min,Stand-Up Comedy,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour.",kevin hart: let me explain,tt2609912,movie,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,2013.0,"Comedy,Documentary",6.7,9545.0,kevin hart: let me explain
s7181,Movie,Kevin Hart: Seriously Funny,Shannon Hartman,Kevin Hart,United States,"October 1, 2018",2010,TV-MA,67 min,Stand-Up Comedy,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.",kevin hart: seriously funny,tt1714196,tvSpecial,Kevin Hart: Seriously Funny,Kevin Hart: Seriously Funny,2010.0,"Comedy,Documentary",7.5,6018.0,kevin hart: seriously funny
s7182,Movie,Kevyn Aucoin: Beauty & the Beast in Me,Lori Kaye,"Kevyn Aucoin, Cindy Crawford, Naomi Campbell, Gwyneth Paltrow, Andie MacDowell, Paulina Porizkova, Amber Valletta",United States,"January 1, 2019",2017,TV-MA,90 min,"Documentaries, LGBTQ Movies",Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.,kevyn aucoin: beauty & the beast in me,tt6972670,movie,Kevyn Aucoin: Beauty & the Beast in Me,Kevyn Aucoin: Beauty & the Beast in Me,2017.0,"Biography,Documentary",7.1,226.0,kevyn aucoin: beauty & the beast in me
s7189,Movie,Khubsoorat,Hrishikesh Mukherjee,"Ashok Kumar, Rekha, Rakesh Roshan, Shashikala, Aradhana, Dina Pathak, David Abraham, S.N. Banerjee, Keshto Mukherjee",India,"December 31, 2019",1980,TV-PG,120 min,"Classic Movies, Comedies, Dramas",A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,khubsoorat,tt0244585,movie,Khubsoorat,Khubsoorat,1980.0,"Comedy,Drama,Family",7.6,2028.0,khubsoorat
s7195,Movie,Kid Kulafu,Paul Soriano,"Robert Villar, Alessandra de Rossi, Cesar Montano, Alex Medina, Jake Macapagal, Khalil Ramos, Jomari Angeles, Kokoy DeSantos",Philippines,"March 4, 2019",2015,TV-14,108 min,"Dramas, International Movies, Sports Movies","Growing up in poverty and political turmoil, he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic.",kid kulafu,tt4061876,movie,Kid Kulafu,Kid Kulafu,2015.0,"Biography,Drama,Sport",6.7,742.0,kid kulafu
s7201,Movie,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,Jean-Baptiste Marcenac,France,"May 1, 2019",2015,TV-14,53 min,"Documentaries, International Movies","From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled.",kill hitler! the luck of the devil,tt4795796,tvMovie,Kill Hitler! The Luck of the Devil,Tuez Hitler,2015.0,"Documentary,History",6.5,423.0,kill hitler! the luck of the devil
s7203,Movie,Kill the Irishman,Jonathan Hensleigh,"Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow",United States,"August 21, 2020",2011,R,106 min,"Action & Adventure, Dramas, Independent Movies","This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.",kill the irishman,tt1416801,movie,Kill the Irishman,Kill the Irishman,2011.0,"Action,Biography,Crime",7.0,54125.0,kill the irishman
s7205,Movie,Killers,Robert Luketic,"Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein",United States,"January 1, 2021",2010,PG-13,100 min,"Action & Adventure, Comedies, Romantic Movies","After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss.",killers,tt3022158,tvEpisode,Killers,Killers,2010.0,Documentary,,,killers
s7207,Movie,Kilo Two Bravo,Paul Katis,"David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook",United Kingdom,"March 1, 2019",2014,R,109 min,"Dramas, Independent Movies, Thrillers","On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines.",kilo two bravo,tt3622120,movie,Kilo Two Bravo,Kajaki,2014.0,"Biography,Drama,Thriller",7.1,15349.0,kilo two bravo
s7210,TV Show,Kingdoms of the Sky,Steve Greenwood,,,"October 1, 2018",2018,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.,kingdoms of the sky,tt27510267,tvMiniSeries,Kingdoms of the Sky,Kingdoms of the Sky,2018.0,Documentary,7.5,16.0,kingdoms of the sky
